-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,-1,-1,
6,7,7,7,7,7,7,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,
7,15,15,15,15,15,15,15,15,15,15,15,7,7,7,8,6,6,6,6,7,15,15,15,15,15,15,15,15,15,15,7,6,
15,15,15,15,15,15,15,15,15,15,15,15,7,8,8,8,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,7,8,8,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,
7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,8,6,
7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,8,6,6,
8,8,8,15,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,15,7,8,8,8,6,6,6,
8,8,8,15,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,8,6,6,6,
8,8,7,15,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,15,15,7,8,6,6,
8,15,15,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,6,
8,15,15,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,7,7,6,
8,15,15,7,7,7,8,8,8,8,8,8,8,8,6,6,6,6,6,6,8,8,8,8,8,8,8,7,7,8,7,7,6,
8,15,7,7,7,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,7,7,6,
15,7,7,7,8,8,8,8,8,8,8,8,8,8,7,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
15,7,7,8,8,8,8,8,8,8,8,8,8,8,8,6,8,6,6,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
15,7,7,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,6,6,8,8,8,8,8,8,8,8,8,8,7,7,6,
15,7,7,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,7,7,7,8,8,8,8,8,8,8,8,8,6,6,8,8,8,6,6,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,7,7,7,7,8,8,8,8,8,8,8,8,7,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,7,7,7,7,8,8,8,8,8,8,8,8,7,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,7,7,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,6,6,8,8,8,8,8,8,8,8,8,8,7,7,6,
